context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
1.0,35.0,6.0,40.0,4.0,48.0,1.0,5.0,10.0,16.0,6.0,33.0,9.0,80.0,9.0,37.0,9.0,85.0,8.0,76.0,3.0,92.0,4.0,251.8832745
2.0,11.0,2.0,61.0,5.0,73.0,3.0,15.0,7.0,92.0,9.0,35.0,8.0,59.0,3.0,25.0,9.0,28.0,8.0,14.0,7.0,16.0,8.0,237.4742794
2.0,68.0,5.0,67.0,8.0,87.0,5.0,26.0,7.0,38.0,1.0,36.0,4.0,36.0,6.0,76.0,4.0,38.0,1.0,22.0,2.0,96.0,8.0,269.3614216
2.0,13.0,4.0,79.0,9.0,84.0,10.0,2.0,6.0,41.0,7.0,14.0,5.0,48.0,8.0,50.0,4.0,89.0,8.0,36.0,8.0,43.0,1.0,275.5442529
1.0,62.0,9.0,48.0,7.0,61.0,10.0,29.0,4.0,12.0,5.0,45.0,5.0,23.0,2.0,88.0,2.0,52.0,3.0,51.0,8.0,4.0,4.0,234.636542
1.0,97.0,9.0,41.0,10.0,89.0,9.0,36.0,3.0,4.0,5.0,78.0,5.0,100.0,9.0,27.0,7.0,34.0,5.0,11.0,2.0,17.0,2.0,246.45585869999996
2.0,35.0,10.0,5.0,1.0,77.0,1.0,59.0,9.0,86.0,5.0,56.0,6.0,88.0,5.0,81.0,5.0,4.0,5.0,94.0,3.0,62.0,8.0,252.6092132
2.0,90.0,1.0,42.0,1.0,18.0,9.0,68.0,6.0,38.0,6.0,31.0,7.0,87.0,1.0,80.0,3.0,89.0,9.0,50.0,4.0,95.0,1.0,300.6935367
2.0,31.0,10.0,61.0,1.0,72.0,1.0,75.0,8.0,36.0,1.0,1.0,3.0,76.0,5.0,35.0,6.0,25.0,10.0,83.0,6.0,5.0,1.0,269.18591870000006
1.0,97.0,1.0,90.0,7.0,50.0,4.0,79.0,10.0,17.0,1.0,18.0,7.0,10.0,9.0,15.0,7.0,69.0,4.0,40.0,8.0,68.0,1.0,221.9572122
1.0,46.0,6.0,2.0,6.0,43.0,7.0,39.0,1.0,2.0,10.0,96.0,7.0,72.0,5.0,27.0,6.0,92.0,2.0,70.0,10.0,41.0,8.0,208.4909871
2.0,84.0,10.0,94.0,6.0,25.0,2.0,59.0,7.0,51.0,7.0,100.0,10.0,7.0,8.0,57.0,7.0,60.0,5.0,43.0,3.0,12.0,7.0,287.89652620000004
1.0,37.0,3.0,9.0,5.0,22.0,4.0,76.0,7.0,62.0,10.0,18.0,10.0,32.0,2.0,10.0,2.0,32.0,4.0,94.0,3.0,46.0,9.0,207.75769089999997
1.0,42.0,2.0,3.0,6.0,83.0,2.0,37.0,2.0,43.0,5.0,50.0,2.0,24.0,6.0,17.0,5.0,25.0,1.0,86.0,2.0,100.0,6.0,198.3535175
1.0,85.0,10.0,29.0,6.0,71.0,7.0,2.0,2.0,86.0,1.0,70.0,4.0,24.0,7.0,29.0,8.0,74.0,9.0,94.0,8.0,59.0,8.0,234.53427059999999
2.0,11.0,5.0,86.0,4.0,74.0,4.0,25.0,5.0,72.0,1.0,30.0,10.0,50.0,7.0,14.0,2.0,40.0,6.0,92.0,3.0,54.0,10.0,236.40969460000002
1.0,36.0,10.0,25.0,5.0,12.0,6.0,33.0,9.0,59.0,8.0,90.0,4.0,47.0,7.0,89.0,8.0,42.0,5.0,86.0,10.0,30.0,4.0,280.36102719999997
2.0,58.0,9.0,7.0,9.0,4.0,4.0,29.0,9.0,4.0,5.0,51.0,5.0,37.0,1.0,85.0,4.0,26.0,4.0,65.0,8.0,84.0,8.0,252.20047590000004
1.0,53.0,1.0,79.0,10.0,85.0,10.0,24.0,2.0,21.0,6.0,72.0,8.0,28.0,2.0,7.0,1.0,24.0,3.0,60.0,6.0,24.0,10.0,221.43357120000002
1.0,31.0,4.0,1.0,7.0,38.0,6.0,87.0,4.0,73.0,4.0,22.0,2.0,39.0,8.0,73.0,3.0,14.0,6.0,95.0,5.0,66.0,7.0,230.216785
2.0,97.0,9.0,7.0,3.0,38.0,10.0,52.0,1.0,30.0,1.0,14.0,5.0,30.0,3.0,63.0,6.0,78.0,10.0,24.0,5.0,29.0,8.0,312.02724770000003
2.0,58.0,9.0,96.0,6.0,10.0,3.0,60.0,8.0,47.0,6.0,45.0,1.0,53.0,8.0,40.0,4.0,46.0,9.0,12.0,3.0,13.0,7.0,264.690364
2.0,17.0,6.0,76.0,4.0,21.0,7.0,94.0,10.0,94.0,3.0,75.0,2.0,8.0,3.0,84.0,2.0,44.0,8.0,88.0,8.0,15.0,8.0,262.756914
1.0,36.0,7.0,81.0,2.0,22.0,9.0,35.0,9.0,23.0,2.0,9.0,5.0,44.0,5.0,59.0,5.0,69.0,2.0,17.0,4.0,98.0,5.0,265.6256447
2.0,60.0,9.0,99.0,3.0,96.0,8.0,18.0,9.0,78.0,7.0,61.0,6.0,52.0,7.0,38.0,3.0,88.0,8.0,12.0,5.0,80.0,2.0,281.87991689999996
1.0,51.0,2.0,7.0,6.0,8.0,3.0,46.0,4.0,34.0,4.0,53.0,10.0,26.0,9.0,65.0,5.0,17.0,8.0,88.0,9.0,24.0,4.0,243.2912778
2.0,20.0,3.0,88.0,10.0,25.0,8.0,81.0,6.0,89.0,7.0,44.0,8.0,42.0,9.0,81.0,7.0,96.0,7.0,87.0,7.0,75.0,1.0,317.38628969999996
2.0,4.0,1.0,65.0,7.0,48.0,3.0,47.0,4.0,97.0,10.0,33.0,8.0,19.0,9.0,25.0,5.0,5.0,7.0,73.0,6.0,60.0,7.0,170.075739
2.0,37.0,10.0,43.0,5.0,91.0,2.0,48.0,6.0,2.0,5.0,58.0,2.0,73.0,3.0,22.0,8.0,51.0,5.0,2.0,8.0,76.0,10.0,233.5069549
1.0,84.0,6.0,64.0,8.0,73.0,2.0,46.0,10.0,8.0,8.0,90.0,7.0,3.0,2.0,9.0,10.0,43.0,1.0,64.0,9.0,94.0,10.0,189.8113699
2.0,95.0,7.0,94.0,9.0,40.0,2.0,39.0,10.0,83.0,5.0,20.0,1.0,14.0,5.0,13.0,3.0,38.0,1.0,68.0,3.0,33.0,3.0,227.42951370000003
1.0,38.0,8.0,84.0,1.0,20.0,10.0,51.0,4.0,65.0,5.0,22.0,8.0,52.0,7.0,32.0,5.0,83.0,8.0,56.0,3.0,68.0,5.0,252.360008
1.0,13.0,4.0,54.0,1.0,29.0,10.0,7.0,5.0,54.0,7.0,28.0,4.0,38.0,2.0,99.0,2.0,14.0,7.0,67.0,5.0,2.0,2.0,226.54173980000002
1.0,18.0,7.0,87.0,8.0,31.0,6.0,26.0,9.0,88.0,6.0,69.0,2.0,11.0,7.0,20.0,3.0,55.0,7.0,62.0,1.0,22.0,7.0,218.12037740000002
1.0,82.0,1.0,43.0,9.0,30.0,1.0,31.0,8.0,8.0,7.0,57.0,6.0,15.0,7.0,86.0,8.0,87.0,2.0,95.0,2.0,63.0,8.0,274.52429859999995
1.0,2.0,1.0,18.0,8.0,71.0,10.0,29.0,4.0,50.0,8.0,9.0,5.0,51.0,5.0,97.0,7.0,26.0,6.0,33.0,1.0,84.0,1.0,219.324412
1.0,82.0,10.0,33.0,5.0,99.0,1.0,72.0,8.0,50.0,1.0,86.0,9.0,1.0,9.0,48.0,2.0,1.0,6.0,90.0,2.0,71.0,1.0,201.39791890000004
2.0,34.0,5.0,14.0,2.0,39.0,6.0,73.0,9.0,58.0,2.0,11.0,8.0,97.0,9.0,16.0,3.0,12.0,2.0,8.0,9.0,20.0,3.0,207.32961329999998
2.0,72.0,6.0,70.0,5.0,12.0,5.0,54.0,3.0,14.0,6.0,43.0,7.0,28.0,5.0,38.0,2.0,67.0,2.0,46.0,7.0,62.0,10.0,239.78767559999997
2.0,52.0,3.0,10.0,6.0,11.0,4.0,5.0,2.0,68.0,5.0,89.0,7.0,3.0,4.0,1.0,3.0,91.0,5.0,90.0,2.0,16.0,2.0,248.71164290000004
2.0,3.0,8.0,14.0,10.0,71.0,5.0,9.0,1.0,73.0,4.0,32.0,9.0,6.0,6.0,6.0,9.0,97.0,2.0,39.0,10.0,97.0,1.0,151.38592099999997
1.0,82.0,8.0,100.0,3.0,22.0,3.0,98.0,8.0,33.0,6.0,59.0,10.0,78.0,7.0,4.0,10.0,32.0,8.0,24.0,10.0,37.0,6.0,252.6994868
1.0,45.0,2.0,4.0,6.0,8.0,9.0,41.0,4.0,4.0,3.0,45.0,8.0,40.0,1.0,63.0,9.0,81.0,9.0,59.0,8.0,36.0,7.0,241.2868938
1.0,33.0,8.0,67.0,8.0,28.0,5.0,96.0,10.0,99.0,4.0,60.0,3.0,43.0,8.0,26.0,10.0,25.0,5.0,98.0,2.0,67.0,9.0,250.5616072
2.0,6.0,5.0,22.0,4.0,80.0,4.0,30.0,3.0,54.0,9.0,85.0,8.0,76.0,3.0,67.0,7.0,60.0,9.0,34.0,6.0,64.0,4.0,252.47608190000003
1.0,47.0,7.0,10.0,4.0,75.0,4.0,8.0,5.0,53.0,9.0,27.0,8.0,17.0,2.0,65.0,4.0,84.0,7.0,17.0,6.0,39.0,8.0,246.1543867
1.0,16.0,4.0,49.0,3.0,14.0,2.0,12.0,10.0,27.0,10.0,69.0,9.0,65.0,10.0,50.0,3.0,94.0,10.0,83.0,3.0,12.0,7.0,250.46428659999998
1.0,3.0,1.0,59.0,4.0,52.0,7.0,5.0,9.0,36.0,10.0,61.0,5.0,22.0,5.0,95.0,9.0,73.0,7.0,89.0,9.0,64.0,2.0,217.2982409
2.0,8.0,3.0,50.0,10.0,9.0,4.0,25.0,7.0,65.0,3.0,73.0,4.0,84.0,3.0,76.0,6.0,50.0,8.0,7.0,7.0,2.0,4.0,244.18613000000002
1.0,7.0,1.0,84.0,4.0,30.0,9.0,91.0,3.0,92.0,3.0,85.0,2.0,30.0,8.0,58.0,7.0,14.0,4.0,74.0,6.0,37.0,3.0,232.11587029999998
1.0,83.0,8.0,78.0,3.0,16.0,3.0,19.0,7.0,36.0,8.0,27.0,8.0,92.0,5.0,44.0,3.0,83.0,1.0,72.0,1.0,44.0,7.0,256.6535421
2.0,59.0,5.0,39.0,6.0,45.0,3.0,57.0,5.0,73.0,6.0,39.0,3.0,55.0,5.0,67.0,1.0,13.0,1.0,56.0,4.0,92.0,1.0,234.2091739
2.0,82.0,2.0,21.0,3.0,77.0,6.0,100.0,8.0,63.0,1.0,75.0,10.0,3.0,9.0,18.0,2.0,39.0,4.0,23.0,1.0,14.0,1.0,208.4528877
2.0,96.0,6.0,65.0,6.0,57.0,8.0,68.0,5.0,42.0,1.0,56.0,3.0,56.0,6.0,24.0,9.0,49.0,5.0,55.0,6.0,44.0,1.0,269.9638229
1.0,82.0,10.0,47.0,8.0,21.0,9.0,84.0,7.0,100.0,5.0,68.0,6.0,76.0,3.0,26.0,1.0,91.0,3.0,46.0,2.0,81.0,1.0,235.5674275
2.0,38.0,5.0,35.0,7.0,17.0,4.0,22.0,5.0,20.0,2.0,61.0,6.0,27.0,8.0,66.0,5.0,70.0,10.0,81.0,5.0,13.0,5.0,320.45140699999996
2.0,68.0,2.0,96.0,3.0,79.0,3.0,12.0,6.0,97.0,2.0,83.0,1.0,45.0,3.0,65.0,5.0,92.0,10.0,35.0,6.0,21.0,9.0,344.42519159999995
1.0,92.0,8.0,32.0,8.0,14.0,7.0,56.0,10.0,82.0,7.0,14.0,7.0,6.0,6.0,25.0,5.0,47.0,3.0,16.0,9.0,36.0,8.0,206.17491929999997
1.0,25.0,10.0,5.0,3.0,30.0,7.0,36.0,6.0,14.0,1.0,76.0,6.0,30.0,8.0,10.0,7.0,73.0,2.0,29.0,7.0,86.0,6.0,199.36793870000002
1.0,5.0,4.0,73.0,8.0,96.0,6.0,24.0,6.0,20.0,7.0,32.0,10.0,31.0,1.0,71.0,7.0,54.0,7.0,16.0,8.0,15.0,2.0,222.9471241
2.0,44.0,6.0,70.0,3.0,64.0,2.0,82.0,9.0,3.0,10.0,3.0,8.0,25.0,10.0,76.0,8.0,68.0,9.0,16.0,4.0,63.0,6.0,298.48396419999995
2.0,48.0,5.0,57.0,9.0,57.0,2.0,81.0,3.0,50.0,1.0,60.0,8.0,82.0,3.0,59.0,9.0,67.0,2.0,76.0,8.0,100.0,7.0,285.98124720000004
2.0,26.0,9.0,69.0,9.0,77.0,1.0,94.0,6.0,75.0,6.0,44.0,2.0,83.0,6.0,17.0,4.0,48.0,2.0,88.0,2.0,5.0,2.0,230.01849679999998
2.0,23.0,3.0,59.0,10.0,87.0,8.0,75.0,2.0,29.0,4.0,99.0,7.0,93.0,1.0,53.0,7.0,59.0,7.0,25.0,2.0,49.0,6.0,293.16263560000004
1.0,65.0,8.0,56.0,4.0,95.0,9.0,67.0,4.0,53.0,9.0,91.0,5.0,29.0,7.0,49.0,9.0,61.0,4.0,6.0,2.0,39.0,3.0,263.53812170000003
2.0,16.0,9.0,39.0,9.0,13.0,10.0,80.0,9.0,52.0,9.0,80.0,10.0,7.0,8.0,54.0,6.0,48.0,9.0,79.0,6.0,23.0,3.0,264.775377
1.0,99.0,2.0,3.0,7.0,95.0,9.0,6.0,8.0,12.0,9.0,83.0,2.0,30.0,6.0,45.0,10.0,34.0,2.0,45.0,4.0,95.0,8.0,231.3770323
1.0,40.0,9.0,37.0,3.0,83.0,6.0,85.0,5.0,84.0,6.0,3.0,9.0,26.0,5.0,32.0,2.0,78.0,10.0,51.0,6.0,11.0,9.0,232.05291029999998
1.0,3.0,9.0,25.0,10.0,28.0,4.0,65.0,4.0,18.0,2.0,89.0,9.0,80.0,8.0,6.0,4.0,4.0,3.0,90.0,1.0,53.0,9.0,162.7856673
1.0,90.0,9.0,41.0,2.0,83.0,9.0,75.0,10.0,21.0,3.0,26.0,6.0,51.0,2.0,93.0,9.0,42.0,2.0,88.0,3.0,11.0,5.0,285.3593973
2.0,93.0,9.0,24.0,7.0,60.0,6.0,83.0,1.0,47.0,4.0,71.0,4.0,46.0,5.0,2.0,10.0,13.0,8.0,18.0,3.0,82.0,3.0,250.62134730000002
2.0,47.0,7.0,78.0,8.0,79.0,8.0,83.0,1.0,25.0,4.0,78.0,5.0,69.0,1.0,73.0,3.0,58.0,10.0,38.0,5.0,59.0,9.0,325.74386189999996
1.0,34.0,10.0,85.0,2.0,42.0,5.0,54.0,9.0,89.0,6.0,99.0,3.0,18.0,1.0,29.0,6.0,48.0,3.0,10.0,8.0,81.0,10.0,242.6849675
1.0,72.0,10.0,26.0,3.0,53.0,8.0,87.0,1.0,40.0,3.0,4.0,1.0,37.0,8.0,94.0,1.0,26.0,10.0,46.0,9.0,74.0,3.0,241.901999
2.0,41.0,6.0,99.0,8.0,30.0,8.0,97.0,5.0,93.0,8.0,68.0,8.0,64.0,6.0,68.0,9.0,60.0,2.0,71.0,10.0,90.0,1.0,291.1308364
1.0,77.0,4.0,9.0,4.0,79.0,10.0,24.0,8.0,15.0,4.0,16.0,1.0,83.0,10.0,85.0,10.0,53.0,3.0,50.0,10.0,79.0,5.0,289.5966269
1.0,25.0,4.0,4.0,5.0,14.0,10.0,51.0,4.0,36.0,9.0,82.0,7.0,2.0,8.0,17.0,9.0,67.0,10.0,17.0,8.0,19.0,6.0,168.44397650000002
1.0,71.0,4.0,77.0,8.0,68.0,6.0,73.0,2.0,21.0,9.0,89.0,8.0,99.0,10.0,98.0,5.0,18.0,9.0,63.0,9.0,23.0,1.0,294.59438119999993
1.0,40.0,7.0,53.0,4.0,77.0,8.0,23.0,9.0,63.0,8.0,93.0,2.0,32.0,10.0,63.0,5.0,22.0,8.0,56.0,10.0,77.0,1.0,268.50368119999996
2.0,86.0,9.0,30.0,8.0,32.0,4.0,38.0,1.0,57.0,2.0,37.0,5.0,12.0,2.0,36.0,9.0,62.0,3.0,37.0,10.0,52.0,5.0,250.1881392
1.0,90.0,7.0,70.0,6.0,94.0,9.0,98.0,1.0,62.0,2.0,28.0,3.0,33.0,6.0,20.0,9.0,95.0,3.0,80.0,7.0,91.0,5.0,243.37576689999997
1.0,51.0,7.0,54.0,6.0,70.0,2.0,12.0,10.0,89.0,9.0,44.0,7.0,32.0,5.0,38.0,6.0,75.0,6.0,45.0,9.0,3.0,2.0,236.376351
1.0,42.0,4.0,51.0,10.0,93.0,3.0,99.0,10.0,13.0,3.0,2.0,6.0,5.0,9.0,32.0,9.0,44.0,8.0,63.0,8.0,65.0,4.0,219.05936269999998
1.0,64.0,5.0,39.0,9.0,7.0,7.0,79.0,2.0,49.0,1.0,10.0,7.0,51.0,4.0,50.0,8.0,44.0,7.0,97.0,8.0,61.0,8.0,264.72696609999997
1.0,92.0,5.0,8.0,8.0,86.0,2.0,55.0,6.0,88.0,5.0,13.0,5.0,22.0,8.0,96.0,5.0,63.0,4.0,26.0,10.0,13.0,8.0,258.7275691
1.0,7.0,7.0,39.0,5.0,64.0,10.0,64.0,8.0,1.0,1.0,35.0,8.0,62.0,7.0,55.0,5.0,60.0,9.0,20.0,3.0,80.0,6.0,216.7034362
1.0,32.0,7.0,58.0,1.0,67.0,2.0,89.0,6.0,93.0,5.0,15.0,6.0,93.0,1.0,87.0,10.0,54.0,7.0,5.0,3.0,35.0,10.0,305.1593745
2.0,30.0,5.0,10.0,3.0,100.0,4.0,84.0,10.0,64.0,7.0,47.0,5.0,37.0,5.0,12.0,6.0,3.0,7.0,47.0,7.0,20.0,4.0,204.72187140000003
2.0,100.0,5.0,2.0,7.0,55.0,8.0,100.0,2.0,42.0,5.0,94.0,1.0,46.0,7.0,24.0,3.0,61.0,8.0,96.0,3.0,81.0,2.0,241.10959630000002
1.0,90.0,2.0,89.0,3.0,61.0,3.0,46.0,6.0,49.0,9.0,50.0,3.0,44.0,5.0,95.0,8.0,27.0,3.0,2.0,10.0,35.0,2.0,287.8578869
2.0,63.0,2.0,5.0,7.0,51.0,3.0,8.0,3.0,47.0,1.0,10.0,5.0,11.0,8.0,99.0,3.0,100.0,1.0,59.0,9.0,45.0,5.0,237.48242649999997
2.0,96.0,9.0,53.0,2.0,94.0,7.0,66.0,10.0,33.0,1.0,94.0,10.0,47.0,9.0,55.0,1.0,1.0,2.0,51.0,7.0,59.0,2.0,233.66740970000004
1.0,24.0,4.0,77.0,10.0,23.0,4.0,27.0,5.0,67.0,4.0,20.0,5.0,58.0,7.0,92.0,6.0,28.0,4.0,49.0,9.0,70.0,5.0,288.5271864
1.0,32.0,5.0,99.0,6.0,5.0,3.0,77.0,1.0,46.0,3.0,100.0,1.0,56.0,3.0,68.0,5.0,29.0,6.0,75.0,3.0,96.0,3.0,273.4681966
1.0,58.0,4.0,97.0,9.0,39.0,4.0,2.0,6.0,62.0,5.0,90.0,9.0,26.0,6.0,1.0,1.0,76.0,3.0,45.0,4.0,47.0,7.0,251.7453275
1.0,43.0,7.0,85.0,2.0,44.0,6.0,55.0,8.0,72.0,8.0,32.0,2.0,64.0,7.0,51.0,5.0,99.0,8.0,92.0,2.0,2.0,8.0,256.2623564
1.0,9.0,7.0,49.0,6.0,79.0,3.0,86.0,6.0,87.0,4.0,84.0,8.0,26.0,1.0,93.0,8.0,28.0,9.0,98.0,9.0,32.0,7.0,261.0864903
1.0,78.0,8.0,54.0,9.0,99.0,5.0,89.0,1.0,31.0,10.0,47.0,2.0,14.0,3.0,23.0,9.0,12.0,10.0,6.0,8.0,38.0,4.0,226.41043040000002
1.0,89.0,2.0,96.0,6.0,61.0,2.0,22.0,7.0,20.0,6.0,36.0,1.0,28.0,4.0,64.0,10.0,63.0,10.0,45.0,5.0,50.0,4.0,294.37010019999997
1.0,35.0,10.0,73.0,5.0,93.0,8.0,92.0,2.0,40.0,3.0,98.0,10.0,12.0,1.0,66.0,9.0,38.0,4.0,54.0,5.0,68.0,9.0,268.7933322
2.0,14.0,2.0,30.0,2.0,56.0,2.0,90.0,7.0,50.0,4.0,52.0,2.0,43.0,4.0,89.0,10.0,43.0,7.0,16.0,8.0,22.0,1.0,304.9116555
2.0,90.0,9.0,97.0,2.0,62.0,6.0,81.0,1.0,20.0,9.0,68.0,5.0,91.0,10.0,73.0,10.0,73.0,6.0,10.0,4.0,72.0,9.0,323.9173278
1.0,20.0,5.0,26.0,10.0,61.0,3.0,52.0,8.0,89.0,10.0,90.0,10.0,81.0,3.0,5.0,10.0,53.0,1.0,65.0,8.0,96.0,8.0,230.34315149999998
2.0,94.0,5.0,1.0,2.0,75.0,1.0,15.0,7.0,76.0,2.0,8.0,1.0,32.0,7.0,67.0,9.0,73.0,5.0,29.0,3.0,71.0,9.0,272.38740249999995
2.0,52.0,6.0,12.0,1.0,21.0,3.0,72.0,5.0,86.0,10.0,69.0,4.0,49.0,7.0,93.0,10.0,13.0,4.0,69.0,2.0,12.0,3.0,288.9962806
1.0,40.0,1.0,88.0,6.0,73.0,6.0,81.0,6.0,3.0,7.0,99.0,7.0,45.0,8.0,9.0,6.0,26.0,2.0,100.0,5.0,1.0,10.0,210.09125720000003
2.0,2.0,6.0,56.0,2.0,90.0,10.0,64.0,4.0,79.0,4.0,19.0,6.0,80.0,1.0,58.0,9.0,61.0,7.0,16.0,8.0,44.0,6.0,233.08132049999998
1.0,17.0,7.0,6.0,1.0,91.0,8.0,23.0,3.0,41.0,2.0,23.0,7.0,2.0,4.0,100.0,10.0,60.0,9.0,68.0,7.0,15.0,7.0,247.36917229999995
1.0,62.0,3.0,43.0,2.0,48.0,4.0,68.0,9.0,92.0,9.0,14.0,3.0,37.0,5.0,64.0,2.0,89.0,5.0,50.0,1.0,39.0,1.0,252.16772209999996
1.0,23.0,3.0,5.0,7.0,84.0,10.0,78.0,8.0,17.0,8.0,88.0,4.0,78.0,6.0,28.0,2.0,66.0,4.0,49.0,7.0,16.0,7.0,207.7654221
1.0,41.0,5.0,31.0,3.0,98.0,6.0,31.0,1.0,40.0,5.0,92.0,3.0,99.0,1.0,81.0,7.0,39.0,5.0,88.0,10.0,45.0,8.0,290.5015753
1.0,87.0,2.0,48.0,10.0,23.0,2.0,65.0,4.0,3.0,5.0,50.0,9.0,1.0,6.0,83.0,5.0,5.0,9.0,60.0,2.0,40.0,3.0,229.3619304
1.0,65.0,1.0,54.0,8.0,96.0,3.0,33.0,8.0,80.0,2.0,11.0,4.0,41.0,4.0,55.0,5.0,63.0,8.0,11.0,8.0,72.0,7.0,268.7989177
2.0,20.0,6.0,21.0,7.0,69.0,10.0,22.0,3.0,96.0,7.0,1.0,10.0,86.0,10.0,16.0,3.0,97.0,8.0,27.0,3.0,34.0,4.0,254.05308279999997
1.0,12.0,6.0,64.0,2.0,5.0,7.0,14.0,3.0,47.0,5.0,93.0,8.0,12.0,4.0,64.0,1.0,94.0,7.0,72.0,3.0,99.0,2.0,213.9765867
1.0,34.0,1.0,54.0,6.0,53.0,7.0,54.0,5.0,15.0,7.0,36.0,5.0,100.0,7.0,29.0,4.0,5.0,10.0,29.0,10.0,26.0,5.0,244.04301
2.0,66.0,3.0,8.0,10.0,92.0,2.0,48.0,7.0,82.0,2.0,36.0,3.0,97.0,1.0,41.0,5.0,69.0,10.0,90.0,10.0,64.0,5.0,303.3013422
2.0,21.0,2.0,58.0,1.0,13.0,9.0,99.0,9.0,25.0,10.0,74.0,4.0,77.0,5.0,64.0,5.0,62.0,4.0,31.0,3.0,47.0,4.0,282.8055008
1.0,75.0,10.0,41.0,6.0,69.0,1.0,85.0,10.0,11.0,9.0,30.0,4.0,33.0,4.0,18.0,9.0,61.0,8.0,42.0,5.0,9.0,4.0,226.96700950000002
2.0,49.0,2.0,86.0,5.0,23.0,1.0,54.0,4.0,10.0,7.0,33.0,7.0,70.0,4.0,36.0,3.0,13.0,3.0,32.0,4.0,59.0,2.0,241.0458779
2.0,74.0,2.0,8.0,4.0,51.0,10.0,27.0,7.0,15.0,1.0,79.0,8.0,66.0,1.0,11.0,2.0,76.0,4.0,95.0,6.0,31.0,3.0,226.33217150000002
1.0,52.0,2.0,41.0,2.0,57.0,6.0,97.0,7.0,92.0,1.0,67.0,10.0,93.0,6.0,29.0,8.0,3.0,5.0,50.0,10.0,3.0,9.0,236.50665500000005
1.0,17.0,5.0,72.0,3.0,31.0,7.0,13.0,1.0,96.0,9.0,45.0,4.0,45.0,3.0,88.0,6.0,55.0,6.0,99.0,6.0,14.0,5.0,281.4031934
2.0,31.0,10.0,100.0,4.0,76.0,4.0,86.0,3.0,2.0,4.0,32.0,1.0,88.0,7.0,19.0,10.0,14.0,2.0,4.0,10.0,11.0,2.0,213.69407499999997
2.0,8.0,4.0,57.0,10.0,5.0,9.0,61.0,2.0,18.0,5.0,1.0,2.0,82.0,10.0,91.0,8.0,9.0,4.0,2.0,2.0,63.0,7.0,226.2242202
1.0,24.0,5.0,29.0,8.0,2.0,4.0,28.0,1.0,60.0,9.0,17.0,9.0,93.0,1.0,91.0,5.0,35.0,3.0,39.0,5.0,25.0,8.0,272.6283687
2.0,57.0,9.0,100.0,1.0,87.0,7.0,66.0,10.0,43.0,10.0,42.0,4.0,19.0,8.0,76.0,10.0,79.0,4.0,36.0,3.0,3.0,10.0,296.4982204
1.0,46.0,10.0,34.0,3.0,4.0,4.0,8.0,5.0,84.0,8.0,6.0,6.0,67.0,4.0,26.0,6.0,81.0,9.0,47.0,3.0,54.0,6.0,237.23511710000002
2.0,40.0,8.0,8.0,4.0,82.0,4.0,6.0,8.0,76.0,2.0,71.0,1.0,75.0,1.0,66.0,5.0,38.0,6.0,8.0,6.0,74.0,4.0,263.1117807
2.0,82.0,10.0,23.0,7.0,12.0,8.0,26.0,8.0,25.0,1.0,84.0,3.0,7.0,2.0,65.0,8.0,23.0,3.0,7.0,3.0,79.0,7.0,247.77495449999998
1.0,17.0,6.0,61.0,9.0,79.0,4.0,98.0,1.0,12.0,9.0,48.0,3.0,26.0,6.0,84.0,3.0,68.0,5.0,5.0,10.0,70.0,3.0,257.52338700000007
2.0,44.0,9.0,4.0,10.0,65.0,10.0,5.0,2.0,34.0,7.0,46.0,1.0,42.0,9.0,86.0,3.0,70.0,7.0,38.0,2.0,64.0,6.0,262.0815958
2.0,55.0,6.0,56.0,3.0,36.0,5.0,13.0,3.0,99.0,4.0,43.0,5.0,94.0,8.0,52.0,5.0,44.0,10.0,54.0,4.0,24.0,10.0,309.97125159999996
1.0,16.0,1.0,57.0,6.0,55.0,7.0,8.0,3.0,98.0,2.0,4.0,10.0,13.0,5.0,11.0,1.0,93.0,3.0,73.0,9.0,58.0,10.0,205.63316490000003
2.0,98.0,9.0,83.0,3.0,14.0,5.0,19.0,5.0,40.0,7.0,5.0,4.0,46.0,3.0,70.0,8.0,65.0,2.0,98.0,6.0,55.0,1.0,290.4611872
1.0,4.0,8.0,96.0,7.0,59.0,2.0,6.0,4.0,75.0,2.0,82.0,9.0,71.0,5.0,57.0,7.0,96.0,3.0,31.0,1.0,6.0,10.0,203.94886019999996
1.0,81.0,8.0,36.0,10.0,22.0,10.0,8.0,10.0,40.0,8.0,86.0,1.0,33.0,9.0,37.0,5.0,34.0,6.0,76.0,3.0,25.0,8.0,242.53165970000003
1.0,33.0,5.0,41.0,4.0,54.0,9.0,95.0,2.0,14.0,3.0,1.0,10.0,88.0,2.0,69.0,2.0,15.0,7.0,72.0,3.0,60.0,9.0,255.7549724
1.0,10.0,6.0,56.0,6.0,76.0,8.0,99.0,4.0,81.0,10.0,51.0,10.0,61.0,7.0,84.0,1.0,4.0,2.0,57.0,5.0,9.0,3.0,217.8872781
