context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,49.0,10.0,34.0,5.0,87.0,8.0,51.0,2.0,19.0,3.0,3.0,3.0,20.0,5.0,61.0,8.0,237.72287229999998
1.0,73.0,9.0,74.0,1.0,39.0,2.0,46.0,8.0,13.0,2.0,1.0,3.0,54.0,7.0,27.0,5.0,276.4735861
1.0,15.0,6.0,38.0,2.0,39.0,1.0,43.0,7.0,48.0,1.0,93.0,4.0,2.0,10.0,35.0,9.0,281.5715446
1.0,93.0,10.0,46.0,3.0,97.0,10.0,54.0,6.0,7.0,6.0,1.0,3.0,83.0,7.0,82.0,10.0,293.50173989999996
1.0,56.0,7.0,9.0,10.0,67.0,8.0,56.0,2.0,67.0,3.0,73.0,3.0,12.0,4.0,68.0,4.0,246.99222780000002
1.0,63.0,4.0,72.0,6.0,97.0,9.0,61.0,1.0,8.0,1.0,49.0,10.0,81.0,8.0,71.0,2.0,295.2408742
2.0,75.0,10.0,9.0,6.0,27.0,8.0,95.0,10.0,82.0,10.0,72.0,5.0,37.0,6.0,91.0,4.0,207.868794
1.0,51.0,7.0,13.0,1.0,8.0,7.0,35.0,3.0,13.0,7.0,58.0,5.0,1.0,8.0,2.0,2.0,262.83720900000003
2.0,59.0,1.0,29.0,7.0,37.0,8.0,32.0,3.0,39.0,4.0,4.0,8.0,55.0,8.0,21.0,10.0,260.5055541
2.0,37.0,4.0,15.0,3.0,58.0,6.0,49.0,4.0,36.0,9.0,82.0,1.0,36.0,6.0,90.0,10.0,253.2771843
1.0,50.0,9.0,3.0,3.0,88.0,1.0,28.0,7.0,58.0,3.0,86.0,3.0,94.0,7.0,70.0,5.0,270.2834249
2.0,64.0,1.0,71.0,4.0,65.0,4.0,31.0,3.0,68.0,4.0,87.0,8.0,44.0,9.0,91.0,6.0,231.3130797
1.0,69.0,9.0,76.0,10.0,34.0,4.0,43.0,7.0,75.0,1.0,61.0,1.0,53.0,1.0,76.0,2.0,269.41691490000005
2.0,7.0,1.0,6.0,2.0,37.0,7.0,62.0,1.0,85.0,8.0,88.0,6.0,35.0,9.0,81.0,5.0,204.27729150000002
2.0,62.0,2.0,54.0,2.0,54.0,8.0,70.0,4.0,55.0,6.0,67.0,5.0,90.0,3.0,29.0,5.0,255.9244076
1.0,85.0,3.0,37.0,9.0,21.0,10.0,40.0,3.0,90.0,3.0,20.0,2.0,73.0,3.0,40.0,3.0,290.4504449
2.0,100.0,10.0,7.0,5.0,10.0,10.0,16.0,10.0,54.0,9.0,62.0,5.0,80.0,3.0,93.0,7.0,234.83016289999998
1.0,57.0,3.0,70.0,9.0,14.0,9.0,22.0,2.0,34.0,4.0,98.0,9.0,41.0,3.0,37.0,10.0,274.9136549
2.0,4.0,10.0,88.0,7.0,73.0,2.0,58.0,9.0,15.0,2.0,49.0,10.0,22.0,3.0,18.0,4.0,170.1439634
2.0,1.0,10.0,65.0,2.0,16.0,1.0,26.0,6.0,4.0,3.0,10.0,8.0,23.0,6.0,76.0,2.0,127.26393759999999
2.0,100.0,4.0,15.0,2.0,76.0,9.0,18.0,2.0,65.0,2.0,78.0,1.0,75.0,10.0,38.0,10.0,289.17390909999995
1.0,97.0,8.0,24.0,6.0,14.0,3.0,100.0,7.0,28.0,9.0,30.0,5.0,32.0,6.0,3.0,6.0,262.7392084
1.0,80.0,9.0,95.0,8.0,65.0,1.0,67.0,6.0,76.0,9.0,38.0,2.0,62.0,6.0,43.0,8.0,306.6784122
1.0,93.0,4.0,68.0,1.0,25.0,7.0,68.0,8.0,93.0,4.0,80.0,2.0,2.0,9.0,38.0,8.0,286.5623326
1.0,88.0,9.0,40.0,9.0,88.0,10.0,37.0,1.0,35.0,9.0,40.0,9.0,82.0,7.0,81.0,9.0,314.28999350000004
1.0,1.0,7.0,1.0,10.0,97.0,6.0,60.0,3.0,12.0,2.0,70.0,6.0,91.0,7.0,76.0,1.0,202.9487203
2.0,64.0,10.0,79.0,7.0,58.0,4.0,32.0,3.0,60.0,6.0,66.0,1.0,11.0,6.0,97.0,1.0,178.81773919999998
1.0,9.0,6.0,18.0,5.0,77.0,7.0,46.0,9.0,64.0,6.0,98.0,5.0,83.0,2.0,28.0,10.0,286.3384459999999
1.0,99.0,9.0,42.0,9.0,39.0,4.0,76.0,2.0,64.0,6.0,4.0,5.0,48.0,8.0,41.0,9.0,280.67624209999997
2.0,13.0,4.0,58.0,3.0,82.0,6.0,86.0,8.0,66.0,10.0,100.0,7.0,9.0,9.0,69.0,8.0,210.6165585
2.0,22.0,6.0,21.0,6.0,13.0,8.0,73.0,10.0,93.0,7.0,92.0,4.0,76.0,5.0,69.0,10.0,281.6864891
2.0,52.0,3.0,57.0,8.0,14.0,7.0,69.0,6.0,11.0,9.0,29.0,8.0,60.0,7.0,51.0,2.0,209.61565610000002
1.0,1.0,10.0,58.0,6.0,12.0,4.0,100.0,9.0,40.0,7.0,10.0,4.0,78.0,1.0,48.0,10.0,220.6489345
2.0,13.0,6.0,29.0,10.0,10.0,4.0,28.0,9.0,84.0,9.0,54.0,5.0,25.0,7.0,37.0,6.0,200.94557529999997
2.0,12.0,4.0,83.0,3.0,39.0,4.0,35.0,10.0,73.0,9.0,90.0,1.0,80.0,1.0,21.0,8.0,225.6089659
2.0,83.0,6.0,53.0,8.0,10.0,3.0,7.0,9.0,77.0,5.0,49.0,9.0,38.0,4.0,69.0,1.0,167.0210236
2.0,99.0,8.0,3.0,5.0,68.0,6.0,14.0,9.0,60.0,2.0,93.0,6.0,35.0,5.0,45.0,10.0,220.0639369
2.0,93.0,2.0,57.0,10.0,11.0,7.0,33.0,2.0,32.0,5.0,96.0,2.0,43.0,1.0,1.0,10.0,186.30037630000004
2.0,52.0,2.0,59.0,7.0,75.0,6.0,41.0,2.0,82.0,8.0,21.0,4.0,100.0,1.0,21.0,9.0,229.04880509999998
1.0,93.0,5.0,74.0,5.0,55.0,6.0,97.0,5.0,58.0,4.0,92.0,7.0,97.0,1.0,40.0,2.0,285.872585
2.0,4.0,10.0,11.0,8.0,8.0,1.0,52.0,3.0,24.0,4.0,29.0,2.0,72.0,6.0,57.0,6.0,215.6896539
2.0,82.0,3.0,75.0,7.0,71.0,1.0,50.0,4.0,69.0,4.0,6.0,5.0,70.0,3.0,55.0,8.0,249.2600502
2.0,15.0,4.0,2.0,7.0,43.0,10.0,24.0,5.0,88.0,9.0,6.0,2.0,60.0,7.0,30.0,3.0,197.53008479999997
2.0,88.0,5.0,5.0,4.0,43.0,6.0,44.0,2.0,62.0,2.0,15.0,10.0,92.0,5.0,67.0,10.0,277.4200962
2.0,77.0,3.0,17.0,2.0,18.0,9.0,48.0,8.0,93.0,9.0,30.0,8.0,84.0,8.0,96.0,6.0,260.1442071
1.0,84.0,9.0,12.0,6.0,12.0,7.0,77.0,8.0,38.0,5.0,89.0,4.0,61.0,6.0,29.0,9.0,288.5545053
2.0,50.0,9.0,7.0,4.0,76.0,5.0,9.0,9.0,73.0,1.0,45.0,3.0,12.0,2.0,56.0,2.0,161.898549
2.0,20.0,8.0,77.0,2.0,77.0,10.0,5.0,10.0,24.0,9.0,67.0,8.0,100.0,7.0,25.0,5.0,232.7283376
1.0,5.0,1.0,32.0,5.0,70.0,9.0,70.0,3.0,58.0,6.0,40.0,8.0,42.0,4.0,11.0,5.0,235.46158770000002
1.0,81.0,1.0,31.0,2.0,25.0,2.0,60.0,8.0,46.0,6.0,35.0,4.0,68.0,8.0,42.0,4.0,300.30269189999996
1.0,45.0,6.0,63.0,5.0,93.0,3.0,57.0,5.0,98.0,1.0,96.0,9.0,64.0,1.0,18.0,9.0,278.7615502
1.0,31.0,1.0,92.0,8.0,18.0,1.0,10.0,4.0,3.0,7.0,10.0,5.0,85.0,2.0,28.0,4.0,241.97447580000002
2.0,78.0,7.0,64.0,3.0,61.0,10.0,68.0,4.0,10.0,3.0,87.0,4.0,66.0,2.0,11.0,7.0,216.4257355
1.0,91.0,5.0,78.0,4.0,83.0,7.0,82.0,5.0,20.0,6.0,13.0,3.0,70.0,8.0,25.0,2.0,299.5496512
1.0,49.0,10.0,23.0,8.0,19.0,5.0,22.0,4.0,84.0,4.0,63.0,5.0,99.0,4.0,8.0,1.0,301.22083080000004
1.0,70.0,1.0,97.0,3.0,25.0,6.0,87.0,1.0,36.0,2.0,2.0,4.0,20.0,5.0,61.0,8.0,248.6033172
2.0,93.0,6.0,47.0,7.0,59.0,3.0,1.0,5.0,40.0,5.0,18.0,7.0,3.0,2.0,33.0,4.0,172.863634
2.0,75.0,6.0,28.0,10.0,67.0,6.0,38.0,9.0,55.0,6.0,69.0,7.0,40.0,4.0,6.0,2.0,197.83042290000003
1.0,57.0,3.0,17.0,5.0,16.0,9.0,43.0,2.0,87.0,4.0,44.0,7.0,82.0,3.0,95.0,3.0,289.7775678
1.0,47.0,5.0,15.0,8.0,64.0,2.0,75.0,2.0,25.0,5.0,8.0,8.0,61.0,3.0,65.0,9.0,274.96866250000005
1.0,65.0,6.0,8.0,8.0,56.0,1.0,42.0,7.0,32.0,9.0,15.0,2.0,58.0,10.0,73.0,6.0,279.0295902
2.0,74.0,2.0,89.0,6.0,64.0,3.0,93.0,6.0,36.0,8.0,26.0,3.0,24.0,3.0,28.0,2.0,192.5012982
2.0,11.0,8.0,7.0,4.0,10.0,6.0,32.0,1.0,38.0,7.0,19.0,7.0,92.0,3.0,45.0,10.0,266.1524639
1.0,69.0,3.0,28.0,5.0,47.0,4.0,80.0,6.0,51.0,7.0,8.0,4.0,95.0,5.0,47.0,9.0,307.9269065
2.0,31.0,8.0,96.0,7.0,72.0,7.0,70.0,7.0,37.0,3.0,74.0,1.0,90.0,10.0,76.0,7.0,278.6843815
1.0,51.0,7.0,48.0,6.0,19.0,7.0,83.0,5.0,11.0,8.0,34.0,7.0,26.0,10.0,16.0,5.0,251.89213510000002
2.0,47.0,7.0,19.0,2.0,75.0,3.0,49.0,10.0,11.0,10.0,51.0,7.0,82.0,2.0,84.0,7.0,229.50569019999995
1.0,30.0,6.0,75.0,7.0,86.0,8.0,4.0,1.0,92.0,7.0,12.0,10.0,1.0,8.0,67.0,2.0,246.83587119999999
2.0,54.0,10.0,35.0,10.0,74.0,9.0,35.0,2.0,48.0,2.0,11.0,5.0,36.0,2.0,61.0,8.0,215.04558020000002
1.0,80.0,1.0,37.0,7.0,34.0,5.0,41.0,9.0,64.0,9.0,6.0,6.0,31.0,6.0,59.0,4.0,259.401138
1.0,76.0,4.0,12.0,2.0,15.0,6.0,95.0,9.0,45.0,9.0,20.0,5.0,12.0,2.0,37.0,3.0,237.1173661
1.0,13.0,7.0,57.0,3.0,40.0,10.0,80.0,7.0,17.0,9.0,47.0,9.0,92.0,2.0,95.0,3.0,289.0862465
2.0,28.0,6.0,75.0,7.0,55.0,3.0,58.0,9.0,33.0,10.0,30.0,7.0,56.0,6.0,38.0,3.0,223.2432804
1.0,7.0,8.0,19.0,7.0,47.0,10.0,63.0,8.0,59.0,7.0,63.0,5.0,75.0,3.0,23.0,4.0,280.08533800000004
1.0,8.0,2.0,4.0,6.0,42.0,9.0,46.0,7.0,8.0,6.0,20.0,10.0,8.0,8.0,34.0,8.0,178.81080970000002
2.0,58.0,10.0,37.0,1.0,65.0,1.0,16.0,5.0,16.0,6.0,94.0,2.0,12.0,9.0,89.0,4.0,188.0305744
2.0,30.0,5.0,64.0,5.0,77.0,2.0,73.0,10.0,83.0,10.0,52.0,8.0,22.0,8.0,44.0,8.0,215.75666439999998
1.0,68.0,7.0,85.0,5.0,27.0,3.0,46.0,10.0,70.0,5.0,62.0,3.0,32.0,5.0,8.0,9.0,268.65349819999994
1.0,75.0,10.0,50.0,1.0,96.0,4.0,57.0,4.0,22.0,9.0,42.0,3.0,54.0,3.0,29.0,6.0,283.0994647
1.0,7.0,9.0,43.0,3.0,49.0,8.0,45.0,6.0,82.0,6.0,88.0,9.0,85.0,10.0,89.0,8.0,308.5312141
2.0,73.0,10.0,15.0,7.0,7.0,10.0,70.0,2.0,80.0,8.0,68.0,5.0,77.0,2.0,51.0,3.0,210.67521409999998
1.0,9.0,10.0,40.0,7.0,21.0,2.0,65.0,1.0,8.0,8.0,69.0,1.0,9.0,1.0,14.0,6.0,224.141808
2.0,43.0,2.0,46.0,2.0,79.0,1.0,73.0,3.0,78.0,10.0,92.0,3.0,10.0,5.0,29.0,9.0,207.6659654
2.0,29.0,10.0,63.0,6.0,20.0,6.0,46.0,10.0,88.0,4.0,81.0,2.0,100.0,3.0,27.0,4.0,242.8095803
1.0,28.0,8.0,90.0,9.0,19.0,7.0,62.0,8.0,34.0,3.0,82.0,2.0,63.0,2.0,77.0,2.0,283.0803387
1.0,1.0,6.0,10.0,9.0,25.0,5.0,65.0,5.0,15.0,6.0,64.0,9.0,10.0,4.0,19.0,1.0,187.85024479999998
2.0,58.0,3.0,96.0,5.0,37.0,9.0,56.0,8.0,71.0,1.0,48.0,4.0,31.0,5.0,27.0,9.0,218.8690485
1.0,59.0,7.0,90.0,5.0,74.0,7.0,56.0,4.0,92.0,10.0,69.0,6.0,71.0,4.0,13.0,3.0,307.5219394
1.0,68.0,1.0,46.0,3.0,10.0,6.0,84.0,1.0,57.0,8.0,15.0,8.0,10.0,5.0,14.0,4.0,245.0191682
2.0,7.0,7.0,87.0,9.0,78.0,10.0,74.0,8.0,27.0,7.0,80.0,4.0,37.0,3.0,94.0,9.0,213.90053719999997
1.0,11.0,4.0,84.0,9.0,34.0,1.0,92.0,3.0,96.0,7.0,81.0,9.0,46.0,1.0,51.0,4.0,266.7049904
1.0,47.0,3.0,78.0,5.0,56.0,5.0,52.0,10.0,80.0,1.0,23.0,7.0,85.0,2.0,30.0,1.0,288.1014165
2.0,60.0,6.0,14.0,3.0,62.0,3.0,37.0,4.0,63.0,2.0,3.0,2.0,56.0,6.0,72.0,7.0,231.99519069999997
2.0,58.0,6.0,33.0,1.0,41.0,8.0,74.0,10.0,42.0,1.0,81.0,9.0,24.0,8.0,76.0,5.0,216.01128210000002
1.0,96.0,5.0,76.0,6.0,53.0,8.0,51.0,3.0,57.0,4.0,84.0,5.0,27.0,10.0,32.0,9.0,274.0717098
2.0,95.0,4.0,40.0,5.0,3.0,8.0,41.0,5.0,98.0,10.0,84.0,1.0,23.0,10.0,3.0,8.0,174.4560833
1.0,35.0,4.0,42.0,7.0,60.0,2.0,18.0,5.0,80.0,4.0,3.0,1.0,67.0,1.0,66.0,3.0,244.3866164
2.0,3.0,5.0,84.0,5.0,11.0,8.0,27.0,4.0,2.0,9.0,82.0,3.0,1.0,3.0,71.0,10.0,208.834136
2.0,36.0,2.0,41.0,7.0,86.0,5.0,41.0,9.0,94.0,5.0,90.0,8.0,41.0,4.0,70.0,3.0,210.11598970000003
2.0,91.0,4.0,33.0,2.0,52.0,2.0,34.0,3.0,16.0,5.0,3.0,3.0,20.0,2.0,39.0,5.0,197.9099682
2.0,45.0,10.0,61.0,8.0,58.0,5.0,93.0,9.0,51.0,7.0,65.0,10.0,99.0,1.0,18.0,1.0,205.03687159999998
2.0,93.0,9.0,71.0,1.0,62.0,7.0,21.0,4.0,74.0,9.0,63.0,10.0,24.0,7.0,50.0,1.0,184.2651566
1.0,12.0,2.0,36.0,3.0,20.0,9.0,75.0,3.0,26.0,9.0,87.0,3.0,27.0,3.0,52.0,10.0,262.0410883
2.0,18.0,8.0,63.0,2.0,32.0,4.0,45.0,5.0,32.0,6.0,27.0,3.0,62.0,7.0,41.0,5.0,245.4954513
1.0,54.0,10.0,84.0,2.0,92.0,6.0,19.0,2.0,92.0,5.0,2.0,6.0,34.0,3.0,15.0,9.0,250.74756349999998
2.0,8.0,9.0,1.0,5.0,53.0,5.0,58.0,4.0,77.0,10.0,44.0,5.0,72.0,7.0,59.0,6.0,227.1401809
2.0,14.0,1.0,57.0,1.0,93.0,2.0,66.0,9.0,29.0,7.0,10.0,2.0,36.0,6.0,73.0,6.0,220.82925610000004
1.0,35.0,8.0,9.0,8.0,15.0,5.0,90.0,8.0,27.0,3.0,18.0,1.0,14.0,3.0,79.0,2.0,236.1800989
1.0,20.0,6.0,88.0,9.0,48.0,4.0,2.0,8.0,78.0,6.0,39.0,10.0,43.0,2.0,49.0,4.0,233.43566660000002
1.0,17.0,7.0,19.0,3.0,66.0,5.0,19.0,10.0,45.0,9.0,17.0,10.0,62.0,3.0,29.0,3.0,271.29948579999996
2.0,37.0,6.0,35.0,10.0,52.0,8.0,71.0,10.0,28.0,10.0,49.0,7.0,99.0,10.0,78.0,3.0,260.4470051
1.0,16.0,9.0,79.0,5.0,69.0,10.0,54.0,8.0,68.0,3.0,3.0,5.0,88.0,4.0,95.0,4.0,285.6243659
2.0,97.0,10.0,62.0,7.0,56.0,10.0,3.0,9.0,21.0,6.0,14.0,6.0,10.0,3.0,34.0,8.0,169.822974
1.0,19.0,1.0,32.0,8.0,48.0,6.0,45.0,9.0,34.0,6.0,36.0,8.0,13.0,4.0,25.0,3.0,250.6361422
2.0,59.0,9.0,44.0,9.0,82.0,3.0,78.0,5.0,30.0,1.0,23.0,8.0,67.0,6.0,27.0,9.0,251.75213179999997
2.0,61.0,4.0,78.0,9.0,91.0,5.0,65.0,8.0,62.0,3.0,59.0,3.0,13.0,6.0,13.0,6.0,205.5357292
2.0,35.0,8.0,43.0,10.0,94.0,4.0,91.0,9.0,47.0,8.0,93.0,5.0,32.0,3.0,67.0,1.0,193.6338339
1.0,91.0,8.0,1.0,6.0,97.0,9.0,82.0,3.0,25.0,1.0,34.0,1.0,37.0,7.0,80.0,1.0,217.52762159999997
2.0,24.0,7.0,49.0,8.0,78.0,7.0,35.0,1.0,96.0,9.0,29.0,8.0,18.0,1.0,34.0,2.0,181.6247896
1.0,80.0,10.0,90.0,1.0,70.0,9.0,73.0,4.0,91.0,1.0,18.0,8.0,16.0,4.0,14.0,1.0,251.83374569999998
2.0,23.0,6.0,21.0,4.0,85.0,6.0,57.0,3.0,15.0,5.0,37.0,1.0,21.0,2.0,35.0,9.0,200.9016686
2.0,26.0,6.0,32.0,3.0,10.0,4.0,15.0,3.0,47.0,6.0,38.0,7.0,70.0,2.0,63.0,5.0,220.8336372
2.0,57.0,10.0,70.0,5.0,99.0,2.0,99.0,10.0,78.0,3.0,38.0,3.0,3.0,1.0,40.0,8.0,227.9835845
2.0,8.0,1.0,20.0,6.0,14.0,3.0,27.0,5.0,74.0,2.0,3.0,4.0,6.0,4.0,31.0,4.0,176.1971742
2.0,64.0,10.0,57.0,7.0,37.0,8.0,40.0,2.0,57.0,2.0,65.0,4.0,9.0,10.0,59.0,1.0,178.7951094
2.0,98.0,1.0,72.0,3.0,48.0,8.0,59.0,8.0,42.0,2.0,100.0,8.0,53.0,6.0,44.0,1.0,215.83237190000003
1.0,84.0,10.0,64.0,4.0,30.0,5.0,99.0,9.0,68.0,5.0,59.0,5.0,74.0,4.0,5.0,10.0,308.7206183
1.0,46.0,1.0,11.0,8.0,59.0,4.0,5.0,10.0,52.0,1.0,67.0,6.0,92.0,8.0,62.0,2.0,278.0872547
1.0,70.0,10.0,80.0,6.0,15.0,6.0,97.0,7.0,74.0,2.0,7.0,2.0,13.0,7.0,68.0,9.0,251.22423020000002
2.0,12.0,9.0,57.0,7.0,37.0,5.0,62.0,7.0,18.0,4.0,36.0,4.0,77.0,1.0,34.0,9.0,222.6247113
2.0,87.0,8.0,29.0,2.0,30.0,8.0,62.0,10.0,63.0,1.0,72.0,7.0,78.0,4.0,47.0,2.0,237.61489999999998
2.0,6.0,1.0,99.0,1.0,63.0,8.0,83.0,1.0,74.0,3.0,16.0,6.0,46.0,7.0,10.0,4.0,208.0687235
1.0,18.0,6.0,14.0,1.0,26.0,7.0,97.0,10.0,15.0,5.0,99.0,9.0,24.0,4.0,70.0,7.0,254.98166730000003
2.0,49.0,5.0,2.0,5.0,14.0,4.0,80.0,4.0,59.0,1.0,45.0,8.0,90.0,10.0,83.0,1.0,219.7627269
2.0,11.0,6.0,47.0,5.0,5.0,4.0,7.0,4.0,56.0,4.0,79.0,1.0,55.0,8.0,41.0,8.0,207.09409060000002
1.0,30.0,9.0,11.0,3.0,73.0,6.0,42.0,5.0,49.0,1.0,78.0,2.0,29.0,4.0,52.0,9.0,260.200335
2.0,63.0,10.0,72.0,1.0,61.0,9.0,77.0,6.0,87.0,4.0,39.0,8.0,62.0,5.0,84.0,6.0,247.53953609999996
2.0,3.0,8.0,83.0,1.0,77.0,4.0,34.0,5.0,55.0,3.0,23.0,7.0,86.0,4.0,77.0,10.0,265.9495945
1.0,45.0,8.0,18.0,5.0,67.0,1.0,84.0,4.0,95.0,5.0,89.0,8.0,93.0,9.0,84.0,2.0,315.6457279
2.0,96.0,8.0,65.0,7.0,44.0,1.0,69.0,7.0,95.0,3.0,59.0,8.0,46.0,2.0,53.0,8.0,228.2740326
1.0,41.0,5.0,17.0,7.0,61.0,4.0,55.0,6.0,12.0,10.0,74.0,8.0,60.0,3.0,88.0,1.0,271.47362019999997
1.0,13.0,8.0,93.0,1.0,98.0,3.0,28.0,4.0,34.0,7.0,72.0,2.0,100.0,10.0,48.0,10.0,341.47332500000005
2.0,7.0,10.0,68.0,7.0,53.0,3.0,57.0,8.0,89.0,7.0,98.0,7.0,36.0,1.0,85.0,1.0,175.26530599999998
1.0,36.0,10.0,28.0,1.0,48.0,10.0,40.0,4.0,17.0,9.0,16.0,8.0,10.0,7.0,55.0,6.0,246.41070009999999
1.0,88.0,1.0,15.0,8.0,58.0,6.0,97.0,7.0,68.0,4.0,6.0,2.0,27.0,6.0,10.0,2.0,248.57365399999998
2.0,59.0,8.0,2.0,1.0,50.0,3.0,33.0,1.0,31.0,10.0,34.0,5.0,32.0,9.0,38.0,9.0,193.50952569999998
2.0,53.0,4.0,21.0,7.0,26.0,4.0,38.0,3.0,42.0,6.0,9.0,6.0,20.0,2.0,90.0,5.0,201.7135163
1.0,61.0,5.0,33.0,1.0,58.0,7.0,21.0,3.0,6.0,10.0,66.0,9.0,74.0,3.0,91.0,6.0,272.1517247
2.0,8.0,5.0,88.0,6.0,63.0,3.0,90.0,2.0,48.0,10.0,40.0,7.0,66.0,10.0,95.0,4.0,243.44709539999997
2.0,12.0,6.0,42.0,1.0,24.0,9.0,42.0,10.0,13.0,1.0,80.0,8.0,73.0,5.0,90.0,8.0,245.65615789999998
2.0,63.0,8.0,81.0,2.0,41.0,9.0,61.0,4.0,37.0,3.0,16.0,7.0,69.0,6.0,32.0,3.0,236.96200299999998
1.0,12.0,7.0,28.0,9.0,36.0,4.0,91.0,9.0,34.0,1.0,29.0,8.0,75.0,7.0,70.0,4.0,302.2254533
2.0,39.0,8.0,64.0,7.0,100.0,4.0,83.0,3.0,17.0,9.0,81.0,8.0,65.0,7.0,3.0,5.0,230.51830800000002
1.0,23.0,4.0,49.0,7.0,10.0,5.0,99.0,7.0,43.0,6.0,70.0,10.0,68.0,10.0,41.0,7.0,306.0741414
2.0,46.0,2.0,78.0,8.0,17.0,6.0,98.0,5.0,67.0,4.0,81.0,3.0,2.0,5.0,56.0,6.0,228.2817743
2.0,52.0,9.0,62.0,1.0,36.0,7.0,97.0,7.0,57.0,6.0,64.0,7.0,77.0,3.0,44.0,3.0,237.145394
2.0,24.0,8.0,55.0,6.0,74.0,4.0,10.0,7.0,93.0,9.0,64.0,4.0,15.0,8.0,55.0,9.0,192.86550910000003
2.0,89.0,7.0,92.0,10.0,82.0,4.0,4.0,8.0,40.0,6.0,43.0,7.0,27.0,2.0,80.0,4.0,163.5027071
1.0,54.0,8.0,24.0,6.0,54.0,10.0,12.0,6.0,61.0,6.0,95.0,10.0,27.0,3.0,13.0,8.0,252.58534640000002
1.0,7.0,7.0,9.0,5.0,84.0,1.0,74.0,9.0,75.0,2.0,50.0,4.0,38.0,1.0,7.0,3.0,232.00307940000005
2.0,58.0,10.0,47.0,10.0,7.0,5.0,98.0,4.0,2.0,7.0,49.0,4.0,82.0,2.0,94.0,5.0,204.54004410000002
2.0,12.0,7.0,92.0,7.0,17.0,6.0,54.0,10.0,99.0,4.0,76.0,6.0,40.0,7.0,30.0,6.0,220.4121483
2.0,44.0,1.0,47.0,3.0,7.0,9.0,50.0,7.0,79.0,5.0,100.0,7.0,35.0,4.0,77.0,8.0,212.55519729999997
2.0,84.0,8.0,25.0,5.0,71.0,9.0,48.0,2.0,85.0,10.0,42.0,10.0,89.0,10.0,16.0,7.0,272.59754150000003
2.0,71.0,1.0,42.0,9.0,96.0,1.0,38.0,2.0,97.0,7.0,47.0,8.0,22.0,3.0,84.0,6.0,208.64441169999998
1.0,88.0,1.0,64.0,10.0,56.0,10.0,8.0,8.0,73.0,9.0,1.0,2.0,35.0,5.0,36.0,3.0,247.17862179999997
1.0,16.0,10.0,88.0,2.0,37.0,2.0,80.0,5.0,47.0,8.0,4.0,4.0,21.0,5.0,8.0,6.0,248.30036170000002
1.0,27.0,2.0,73.0,10.0,100.0,6.0,58.0,6.0,8.0,2.0,28.0,3.0,67.0,7.0,49.0,1.0,277.5019236
2.0,28.0,6.0,80.0,6.0,33.0,2.0,74.0,4.0,10.0,10.0,41.0,5.0,87.0,1.0,30.0,8.0,214.86734060000003
2.0,62.0,10.0,30.0,2.0,13.0,3.0,72.0,2.0,16.0,7.0,16.0,2.0,98.0,9.0,73.0,1.0,234.4903487
1.0,54.0,2.0,35.0,10.0,12.0,5.0,72.0,5.0,39.0,3.0,97.0,4.0,64.0,4.0,70.0,5.0,298.2430321
1.0,73.0,8.0,62.0,4.0,80.0,5.0,48.0,5.0,32.0,10.0,75.0,2.0,51.0,3.0,93.0,9.0,287.593668
2.0,34.0,3.0,37.0,1.0,9.0,4.0,8.0,5.0,32.0,6.0,42.0,1.0,8.0,2.0,27.0,6.0,172.1328557
1.0,67.0,9.0,43.0,4.0,3.0,5.0,88.0,2.0,51.0,9.0,91.0,9.0,81.0,1.0,19.0,3.0,269.39829779999997
2.0,19.0,4.0,49.0,8.0,2.0,9.0,23.0,4.0,83.0,2.0,96.0,7.0,36.0,4.0,17.0,1.0,170.6701122
1.0,52.0,4.0,74.0,3.0,21.0,6.0,74.0,6.0,40.0,10.0,36.0,1.0,82.0,10.0,8.0,6.0,321.1685011999999
1.0,5.0,3.0,9.0,5.0,40.0,1.0,63.0,1.0,60.0,10.0,6.0,2.0,80.0,3.0,30.0,8.0,245.7014897
1.0,50.0,10.0,32.0,2.0,93.0,4.0,69.0,10.0,69.0,1.0,18.0,7.0,50.0,7.0,70.0,8.0,281.65276700000004
1.0,35.0,8.0,62.0,7.0,66.0,6.0,16.0,10.0,54.0,4.0,26.0,8.0,34.0,6.0,90.0,2.0,263.145031
1.0,30.0,3.0,7.0,2.0,8.0,5.0,53.0,1.0,8.0,2.0,69.0,3.0,35.0,10.0,82.0,3.0,231.97039759999998
2.0,86.0,7.0,49.0,9.0,61.0,7.0,14.0,6.0,87.0,7.0,94.0,5.0,81.0,6.0,18.0,2.0,236.4450144
1.0,34.0,9.0,19.0,3.0,67.0,1.0,26.0,5.0,55.0,7.0,11.0,10.0,34.0,1.0,33.0,10.0,249.5312985
1.0,76.0,10.0,16.0,2.0,67.0,10.0,19.0,2.0,29.0,10.0,5.0,7.0,96.0,10.0,48.0,3.0,302.893778
1.0,59.0,2.0,6.0,2.0,57.0,2.0,20.0,5.0,99.0,9.0,32.0,3.0,88.0,5.0,25.0,1.0,277.7188879
2.0,51.0,1.0,99.0,10.0,91.0,6.0,46.0,7.0,93.0,1.0,48.0,1.0,62.0,6.0,23.0,6.0,248.6653552
