context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
2.0,76.0,9.0,5.0,2.0,98.0,4.0,46.0,2.0,92.0,10.0,37.0,4.0,8.0,9.0,3.0,1.0,48.0,3.0,13.0,10.0,24.0,8.0,77.0,8.0,72.0,5.0,52.0,5.0,71.0,4.0,315.4005715
2.0,19.0,4.0,55.0,9.0,69.0,9.0,59.0,10.0,13.0,1.0,44.0,9.0,52.0,6.0,15.0,9.0,82.0,2.0,62.0,2.0,47.0,1.0,96.0,2.0,82.0,10.0,60.0,9.0,88.0,5.0,356.4754769
2.0,96.0,8.0,59.0,3.0,90.0,1.0,10.0,9.0,68.0,10.0,1.0,7.0,100.0,7.0,30.0,10.0,39.0,5.0,75.0,6.0,79.0,7.0,90.0,9.0,68.0,9.0,85.0,4.0,35.0,1.0,334.15952820000007
1.0,35.0,2.0,43.0,7.0,15.0,9.0,5.0,2.0,28.0,4.0,80.0,8.0,85.0,6.0,37.0,7.0,74.0,1.0,81.0,10.0,67.0,1.0,68.0,4.0,89.0,2.0,93.0,6.0,58.0,7.0,375.3035778
2.0,23.0,10.0,58.0,7.0,35.0,10.0,73.0,8.0,16.0,8.0,2.0,5.0,35.0,8.0,42.0,10.0,95.0,9.0,86.0,7.0,91.0,9.0,25.0,4.0,68.0,7.0,85.0,4.0,56.0,9.0,331.74839199999997
2.0,100.0,7.0,54.0,3.0,45.0,8.0,92.0,3.0,85.0,6.0,51.0,5.0,16.0,3.0,18.0,4.0,74.0,2.0,50.0,3.0,80.0,1.0,70.0,3.0,49.0,3.0,83.0,7.0,5.0,6.0,348.02505099999996
2.0,91.0,1.0,2.0,10.0,19.0,7.0,56.0,6.0,89.0,7.0,27.0,1.0,45.0,4.0,91.0,10.0,17.0,1.0,3.0,10.0,75.0,4.0,95.0,4.0,38.0,7.0,38.0,3.0,38.0,3.0,298.420161
1.0,96.0,1.0,89.0,5.0,52.0,2.0,19.0,1.0,84.0,1.0,66.0,9.0,22.0,3.0,83.0,7.0,86.0,7.0,90.0,7.0,16.0,1.0,57.0,5.0,66.0,3.0,16.0,8.0,27.0,3.0,381.1860098000001
1.0,73.0,6.0,14.0,1.0,62.0,2.0,17.0,8.0,23.0,9.0,92.0,9.0,77.0,9.0,70.0,7.0,40.0,1.0,85.0,9.0,30.0,5.0,44.0,9.0,82.0,4.0,19.0,3.0,8.0,8.0,373.23404660000006
1.0,40.0,2.0,83.0,7.0,44.0,2.0,64.0,2.0,9.0,9.0,82.0,1.0,93.0,4.0,62.0,5.0,43.0,8.0,37.0,10.0,84.0,9.0,3.0,2.0,58.0,9.0,7.0,9.0,96.0,9.0,326.8601525
2.0,33.0,2.0,16.0,5.0,85.0,9.0,65.0,3.0,54.0,5.0,83.0,1.0,24.0,4.0,88.0,10.0,43.0,4.0,31.0,3.0,29.0,10.0,87.0,7.0,25.0,8.0,23.0,7.0,75.0,8.0,328.7382576
1.0,33.0,6.0,25.0,1.0,96.0,2.0,41.0,9.0,95.0,3.0,14.0,8.0,54.0,2.0,100.0,3.0,92.0,10.0,24.0,6.0,79.0,6.0,53.0,6.0,24.0,5.0,1.0,1.0,38.0,1.0,352.39014850000007
2.0,48.0,7.0,94.0,3.0,74.0,5.0,16.0,5.0,82.0,10.0,12.0,5.0,13.0,2.0,25.0,8.0,83.0,1.0,30.0,2.0,39.0,9.0,74.0,2.0,70.0,2.0,9.0,1.0,71.0,4.0,274.3538827
1.0,43.0,5.0,38.0,7.0,65.0,10.0,71.0,3.0,27.0,4.0,66.0,2.0,84.0,3.0,48.0,4.0,31.0,1.0,34.0,3.0,24.0,10.0,59.0,9.0,95.0,9.0,93.0,8.0,97.0,6.0,414.83109150000007
2.0,74.0,1.0,83.0,1.0,1.0,1.0,40.0,7.0,88.0,5.0,87.0,2.0,73.0,4.0,60.0,7.0,70.0,1.0,12.0,4.0,47.0,4.0,61.0,2.0,51.0,5.0,60.0,4.0,50.0,2.0,308.31343710000004
1.0,49.0,8.0,73.0,4.0,11.0,9.0,82.0,4.0,65.0,7.0,62.0,6.0,25.0,3.0,8.0,3.0,24.0,3.0,19.0,9.0,21.0,8.0,10.0,3.0,25.0,2.0,54.0,4.0,94.0,3.0,364.357495
1.0,16.0,6.0,97.0,5.0,73.0,8.0,71.0,8.0,25.0,4.0,54.0,1.0,36.0,5.0,2.0,10.0,13.0,1.0,41.0,5.0,96.0,5.0,7.0,9.0,49.0,10.0,16.0,9.0,25.0,7.0,353.9703919
1.0,39.0,7.0,89.0,6.0,90.0,6.0,38.0,4.0,46.0,4.0,88.0,10.0,38.0,5.0,56.0,1.0,84.0,6.0,13.0,5.0,97.0,2.0,52.0,1.0,14.0,8.0,9.0,9.0,47.0,6.0,353.3371910999999
2.0,15.0,5.0,60.0,6.0,41.0,1.0,25.0,5.0,33.0,2.0,73.0,7.0,86.0,4.0,70.0,9.0,13.0,6.0,22.0,4.0,34.0,2.0,33.0,2.0,4.0,2.0,68.0,5.0,62.0,5.0,309.719875
1.0,20.0,6.0,20.0,1.0,96.0,8.0,4.0,8.0,57.0,2.0,10.0,8.0,84.0,6.0,39.0,7.0,74.0,1.0,60.0,7.0,37.0,7.0,15.0,3.0,23.0,5.0,71.0,10.0,99.0,10.0,369.8242163
2.0,6.0,10.0,77.0,9.0,54.0,3.0,33.0,8.0,66.0,5.0,92.0,1.0,99.0,3.0,93.0,2.0,59.0,5.0,54.0,2.0,71.0,7.0,66.0,1.0,94.0,5.0,76.0,9.0,13.0,5.0,351.7505605
2.0,9.0,6.0,98.0,8.0,92.0,3.0,24.0,10.0,97.0,2.0,13.0,7.0,62.0,7.0,23.0,10.0,18.0,2.0,24.0,6.0,27.0,6.0,92.0,8.0,83.0,6.0,44.0,7.0,39.0,7.0,341.5663819
2.0,64.0,6.0,16.0,10.0,52.0,3.0,39.0,9.0,73.0,7.0,58.0,3.0,41.0,1.0,14.0,9.0,6.0,3.0,34.0,1.0,2.0,7.0,70.0,5.0,3.0,2.0,12.0,10.0,39.0,6.0,269.4810321
1.0,48.0,8.0,68.0,8.0,1.0,4.0,7.0,10.0,100.0,6.0,75.0,3.0,95.0,1.0,72.0,10.0,9.0,4.0,99.0,3.0,53.0,7.0,41.0,6.0,80.0,2.0,80.0,6.0,15.0,4.0,353.25024290000005
1.0,43.0,4.0,49.0,7.0,83.0,4.0,73.0,1.0,98.0,10.0,75.0,8.0,36.0,4.0,25.0,6.0,64.0,10.0,39.0,4.0,94.0,5.0,76.0,2.0,59.0,2.0,65.0,3.0,38.0,4.0,388.56568880000003
1.0,30.0,4.0,83.0,1.0,3.0,10.0,78.0,2.0,50.0,9.0,91.0,4.0,40.0,3.0,63.0,3.0,15.0,9.0,68.0,9.0,89.0,6.0,40.0,7.0,81.0,10.0,29.0,4.0,11.0,2.0,366.4499667
2.0,2.0,8.0,40.0,6.0,74.0,9.0,69.0,4.0,79.0,6.0,69.0,10.0,65.0,3.0,88.0,7.0,6.0,3.0,23.0,5.0,44.0,10.0,65.0,6.0,68.0,4.0,66.0,4.0,74.0,7.0,322.94577210000006
1.0,57.0,9.0,62.0,1.0,86.0,8.0,98.0,7.0,71.0,9.0,27.0,8.0,34.0,1.0,8.0,9.0,55.0,8.0,98.0,7.0,98.0,9.0,28.0,9.0,89.0,5.0,50.0,8.0,28.0,4.0,405.0578414
1.0,97.0,7.0,78.0,2.0,45.0,5.0,82.0,6.0,66.0,6.0,4.0,3.0,88.0,2.0,98.0,6.0,94.0,5.0,75.0,4.0,50.0,4.0,93.0,9.0,89.0,7.0,40.0,7.0,76.0,8.0,416.12586839999994
2.0,48.0,1.0,5.0,1.0,15.0,2.0,90.0,6.0,40.0,5.0,87.0,7.0,72.0,1.0,85.0,3.0,90.0,4.0,85.0,9.0,45.0,3.0,77.0,8.0,17.0,8.0,62.0,2.0,65.0,5.0,311.7759652
2.0,77.0,1.0,73.0,3.0,89.0,9.0,86.0,5.0,84.0,10.0,29.0,5.0,29.0,2.0,10.0,6.0,73.0,9.0,59.0,4.0,26.0,7.0,72.0,6.0,95.0,2.0,87.0,5.0,25.0,10.0,344.1000293
1.0,8.0,1.0,60.0,3.0,58.0,7.0,84.0,9.0,74.0,1.0,9.0,10.0,75.0,4.0,30.0,7.0,71.0,10.0,22.0,2.0,99.0,1.0,98.0,1.0,73.0,2.0,85.0,2.0,18.0,2.0,379.6611776
2.0,68.0,3.0,50.0,4.0,57.0,10.0,36.0,6.0,17.0,4.0,39.0,8.0,82.0,3.0,3.0,2.0,2.0,9.0,34.0,7.0,32.0,2.0,41.0,8.0,17.0,4.0,15.0,1.0,29.0,5.0,270.6180607
1.0,4.0,1.0,13.0,6.0,15.0,5.0,18.0,7.0,38.0,9.0,80.0,2.0,21.0,7.0,47.0,1.0,26.0,10.0,14.0,4.0,17.0,8.0,17.0,2.0,4.0,6.0,63.0,9.0,20.0,1.0,344.7712546
1.0,36.0,7.0,81.0,4.0,58.0,8.0,93.0,10.0,26.0,7.0,89.0,2.0,70.0,7.0,28.0,8.0,98.0,8.0,59.0,5.0,82.0,1.0,3.0,2.0,12.0,9.0,82.0,2.0,64.0,2.0,336.0989177
1.0,95.0,4.0,69.0,6.0,14.0,2.0,84.0,8.0,75.0,3.0,1.0,2.0,25.0,8.0,34.0,1.0,21.0,4.0,78.0,9.0,85.0,9.0,19.0,9.0,23.0,1.0,19.0,8.0,71.0,8.0,371.43813389999997
1.0,53.0,1.0,65.0,8.0,45.0,3.0,96.0,5.0,41.0,1.0,59.0,5.0,100.0,3.0,5.0,5.0,40.0,7.0,12.0,3.0,10.0,10.0,89.0,10.0,28.0,4.0,80.0,6.0,48.0,5.0,405.0644144
1.0,29.0,6.0,100.0,3.0,85.0,6.0,82.0,1.0,3.0,1.0,92.0,1.0,19.0,3.0,9.0,1.0,28.0,3.0,97.0,6.0,62.0,4.0,15.0,10.0,95.0,5.0,41.0,4.0,96.0,1.0,371.68777029999995
1.0,14.0,7.0,83.0,8.0,99.0,3.0,46.0,10.0,43.0,3.0,83.0,9.0,61.0,2.0,56.0,3.0,5.0,1.0,1.0,4.0,85.0,7.0,89.0,1.0,56.0,5.0,40.0,8.0,24.0,1.0,396.1436994
2.0,42.0,7.0,6.0,2.0,94.0,3.0,14.0,7.0,82.0,9.0,76.0,5.0,29.0,7.0,40.0,2.0,58.0,6.0,10.0,6.0,10.0,3.0,43.0,2.0,41.0,6.0,92.0,9.0,53.0,4.0,328.4720539
1.0,79.0,4.0,39.0,10.0,39.0,5.0,55.0,5.0,28.0,9.0,36.0,9.0,46.0,5.0,71.0,7.0,78.0,3.0,6.0,9.0,40.0,10.0,76.0,4.0,89.0,10.0,28.0,9.0,18.0,1.0,403.44425179999996
2.0,79.0,2.0,69.0,5.0,6.0,9.0,61.0,1.0,66.0,5.0,75.0,5.0,56.0,5.0,76.0,3.0,37.0,1.0,49.0,9.0,58.0,10.0,34.0,5.0,38.0,3.0,95.0,8.0,33.0,5.0,333.03244040000004
1.0,81.0,10.0,7.0,3.0,99.0,2.0,98.0,9.0,64.0,5.0,9.0,4.0,86.0,7.0,64.0,2.0,64.0,10.0,83.0,10.0,30.0,7.0,21.0,3.0,12.0,3.0,22.0,4.0,28.0,6.0,371.9129005
1.0,80.0,6.0,9.0,3.0,18.0,4.0,98.0,10.0,54.0,5.0,27.0,9.0,60.0,3.0,32.0,1.0,14.0,1.0,75.0,3.0,17.0,5.0,78.0,1.0,26.0,7.0,71.0,9.0,11.0,7.0,400.64086480000003
2.0,79.0,7.0,77.0,10.0,9.0,2.0,55.0,7.0,67.0,1.0,56.0,10.0,50.0,7.0,37.0,4.0,24.0,8.0,21.0,10.0,15.0,7.0,51.0,2.0,85.0,9.0,83.0,2.0,16.0,5.0,308.0873277
1.0,29.0,4.0,46.0,8.0,96.0,6.0,56.0,3.0,52.0,1.0,93.0,7.0,31.0,8.0,67.0,9.0,58.0,7.0,25.0,6.0,42.0,10.0,39.0,1.0,54.0,4.0,75.0,8.0,26.0,7.0,403.3024851
2.0,86.0,2.0,1.0,6.0,26.0,10.0,61.0,8.0,80.0,6.0,58.0,6.0,41.0,2.0,13.0,5.0,73.0,7.0,32.0,2.0,81.0,5.0,55.0,1.0,95.0,10.0,49.0,4.0,66.0,3.0,329.7809303
1.0,88.0,8.0,48.0,5.0,24.0,7.0,97.0,3.0,13.0,5.0,60.0,1.0,84.0,1.0,57.0,1.0,95.0,8.0,52.0,6.0,28.0,4.0,23.0,6.0,26.0,8.0,3.0,10.0,49.0,4.0,337.54437500000006
2.0,49.0,10.0,17.0,4.0,75.0,8.0,21.0,10.0,51.0,3.0,91.0,1.0,54.0,3.0,57.0,8.0,51.0,10.0,43.0,2.0,46.0,9.0,84.0,8.0,34.0,8.0,65.0,4.0,43.0,9.0,329.2268097
1.0,32.0,9.0,53.0,5.0,82.0,6.0,4.0,3.0,56.0,7.0,98.0,1.0,80.0,6.0,17.0,2.0,86.0,7.0,57.0,8.0,92.0,2.0,3.0,8.0,59.0,1.0,16.0,9.0,31.0,1.0,321.8265572
2.0,55.0,3.0,34.0,5.0,42.0,8.0,81.0,10.0,90.0,9.0,75.0,10.0,98.0,8.0,55.0,4.0,55.0,8.0,74.0,4.0,89.0,1.0,84.0,1.0,39.0,1.0,73.0,7.0,62.0,5.0,357.66620950000004
1.0,95.0,8.0,51.0,8.0,26.0,6.0,55.0,1.0,89.0,7.0,87.0,4.0,24.0,2.0,31.0,8.0,22.0,3.0,89.0,9.0,72.0,3.0,33.0,7.0,4.0,10.0,36.0,9.0,62.0,1.0,371.6657816999999
1.0,60.0,6.0,89.0,9.0,35.0,6.0,55.0,9.0,79.0,9.0,22.0,7.0,73.0,7.0,66.0,10.0,5.0,4.0,76.0,5.0,27.0,6.0,79.0,6.0,69.0,6.0,7.0,7.0,32.0,10.0,361.17753919999996
1.0,4.0,9.0,38.0,1.0,46.0,7.0,10.0,4.0,82.0,7.0,61.0,8.0,4.0,2.0,27.0,5.0,12.0,3.0,39.0,1.0,84.0,2.0,37.0,6.0,100.0,1.0,88.0,1.0,26.0,7.0,304.4104611
1.0,14.0,3.0,64.0,5.0,36.0,3.0,86.0,10.0,88.0,5.0,74.0,1.0,30.0,6.0,34.0,3.0,5.0,1.0,11.0,6.0,90.0,1.0,43.0,10.0,5.0,1.0,5.0,1.0,13.0,2.0,297.647843
2.0,94.0,1.0,74.0,5.0,10.0,1.0,23.0,2.0,80.0,10.0,63.0,3.0,76.0,10.0,1.0,10.0,95.0,2.0,49.0,5.0,47.0,4.0,30.0,10.0,66.0,10.0,2.0,7.0,59.0,1.0,275.7086768
1.0,100.0,6.0,25.0,6.0,62.0,1.0,5.0,1.0,99.0,3.0,38.0,9.0,32.0,4.0,23.0,3.0,84.0,1.0,82.0,1.0,23.0,4.0,35.0,4.0,80.0,8.0,69.0,6.0,51.0,5.0,370.2923136
1.0,42.0,3.0,17.0,9.0,8.0,9.0,19.0,3.0,3.0,1.0,28.0,5.0,67.0,1.0,50.0,5.0,82.0,1.0,53.0,3.0,59.0,3.0,46.0,6.0,14.0,9.0,38.0,7.0,36.0,8.0,367.39107429999996
2.0,64.0,9.0,33.0,4.0,22.0,5.0,26.0,2.0,21.0,2.0,87.0,10.0,22.0,9.0,97.0,1.0,6.0,9.0,75.0,3.0,21.0,2.0,91.0,5.0,64.0,1.0,80.0,4.0,51.0,6.0,328.4659522
2.0,50.0,10.0,57.0,4.0,31.0,9.0,93.0,8.0,21.0,2.0,53.0,3.0,63.0,4.0,6.0,9.0,27.0,2.0,67.0,5.0,23.0,6.0,100.0,4.0,17.0,1.0,37.0,9.0,8.0,4.0,333.8145186
1.0,27.0,9.0,12.0,10.0,23.0,1.0,10.0,3.0,46.0,1.0,30.0,9.0,6.0,5.0,7.0,5.0,12.0,10.0,4.0,1.0,58.0,1.0,67.0,1.0,85.0,4.0,75.0,8.0,48.0,9.0,347.7863986
2.0,85.0,5.0,48.0,10.0,83.0,3.0,87.0,4.0,7.0,1.0,12.0,4.0,3.0,8.0,59.0,6.0,25.0,1.0,74.0,3.0,50.0,5.0,73.0,2.0,96.0,6.0,88.0,10.0,93.0,8.0,335.57058820000003
1.0,48.0,2.0,38.0,2.0,84.0,8.0,55.0,10.0,9.0,9.0,41.0,4.0,92.0,7.0,96.0,6.0,81.0,10.0,60.0,8.0,23.0,8.0,88.0,7.0,3.0,1.0,55.0,9.0,73.0,6.0,380.02372349999996
2.0,27.0,1.0,75.0,4.0,50.0,4.0,97.0,7.0,23.0,4.0,65.0,8.0,25.0,9.0,73.0,7.0,89.0,9.0,49.0,5.0,6.0,10.0,4.0,6.0,71.0,2.0,58.0,9.0,50.0,10.0,342.7408248
2.0,81.0,10.0,55.0,4.0,98.0,7.0,35.0,9.0,27.0,7.0,22.0,2.0,36.0,2.0,34.0,10.0,19.0,7.0,87.0,6.0,53.0,3.0,97.0,7.0,5.0,8.0,80.0,5.0,5.0,5.0,312.26529969999996
2.0,23.0,8.0,81.0,6.0,8.0,4.0,7.0,4.0,27.0,6.0,92.0,4.0,56.0,7.0,52.0,9.0,22.0,10.0,35.0,6.0,86.0,10.0,73.0,4.0,56.0,7.0,10.0,1.0,32.0,6.0,259.7091503
2.0,81.0,9.0,45.0,10.0,35.0,8.0,64.0,1.0,94.0,7.0,38.0,1.0,4.0,3.0,21.0,1.0,43.0,8.0,41.0,6.0,13.0,5.0,31.0,7.0,65.0,3.0,41.0,5.0,49.0,5.0,327.3467996
2.0,71.0,3.0,96.0,4.0,91.0,10.0,62.0,8.0,88.0,10.0,52.0,10.0,67.0,3.0,63.0,4.0,85.0,3.0,100.0,7.0,64.0,6.0,86.0,10.0,76.0,5.0,56.0,8.0,40.0,2.0,360.59959790000005
2.0,94.0,2.0,54.0,3.0,7.0,10.0,90.0,6.0,79.0,10.0,87.0,4.0,19.0,5.0,11.0,9.0,46.0,5.0,24.0,1.0,60.0,7.0,54.0,5.0,11.0,10.0,72.0,4.0,42.0,10.0,311.09371350000004
2.0,14.0,7.0,39.0,3.0,43.0,4.0,11.0,6.0,1.0,9.0,14.0,2.0,42.0,7.0,4.0,4.0,44.0,1.0,97.0,3.0,3.0,3.0,75.0,5.0,65.0,8.0,84.0,6.0,9.0,5.0,304.6674781
2.0,48.0,5.0,43.0,3.0,1.0,10.0,53.0,1.0,2.0,4.0,40.0,7.0,40.0,2.0,100.0,5.0,28.0,4.0,5.0,2.0,89.0,7.0,92.0,2.0,5.0,6.0,46.0,2.0,94.0,10.0,257.2404422
2.0,68.0,10.0,3.0,2.0,88.0,6.0,54.0,4.0,59.0,1.0,65.0,7.0,52.0,5.0,54.0,6.0,24.0,9.0,70.0,4.0,65.0,1.0,75.0,9.0,44.0,6.0,24.0,4.0,34.0,9.0,323.08516030000004
2.0,79.0,10.0,23.0,6.0,80.0,9.0,62.0,8.0,88.0,10.0,36.0,5.0,87.0,7.0,16.0,1.0,90.0,5.0,5.0,2.0,39.0,7.0,75.0,3.0,52.0,9.0,44.0,5.0,56.0,6.0,331.8931046
2.0,24.0,9.0,60.0,5.0,48.0,3.0,16.0,4.0,44.0,9.0,98.0,5.0,84.0,10.0,12.0,10.0,38.0,6.0,64.0,9.0,66.0,9.0,57.0,8.0,32.0,9.0,71.0,3.0,47.0,7.0,320.7899486
2.0,4.0,3.0,26.0,4.0,18.0,4.0,81.0,6.0,59.0,2.0,44.0,10.0,94.0,2.0,2.0,7.0,76.0,3.0,46.0,5.0,2.0,7.0,77.0,4.0,75.0,9.0,18.0,6.0,49.0,4.0,309.77129260000004
2.0,47.0,3.0,19.0,2.0,17.0,3.0,71.0,6.0,35.0,4.0,32.0,2.0,68.0,10.0,65.0,1.0,43.0,3.0,41.0,10.0,30.0,5.0,54.0,5.0,53.0,3.0,2.0,2.0,9.0,10.0,277.34912210000005
2.0,66.0,3.0,65.0,5.0,14.0,1.0,79.0,2.0,77.0,8.0,18.0,2.0,98.0,3.0,43.0,5.0,65.0,4.0,79.0,1.0,1.0,8.0,4.0,8.0,98.0,3.0,100.0,10.0,36.0,5.0,354.3045322
1.0,85.0,7.0,41.0,9.0,65.0,1.0,48.0,7.0,52.0,3.0,85.0,1.0,51.0,9.0,3.0,7.0,47.0,9.0,17.0,2.0,8.0,1.0,7.0,7.0,46.0,1.0,4.0,7.0,27.0,8.0,314.986223
2.0,16.0,2.0,94.0,1.0,58.0,6.0,83.0,4.0,8.0,4.0,38.0,8.0,57.0,5.0,83.0,9.0,61.0,1.0,56.0,7.0,24.0,10.0,86.0,5.0,68.0,9.0,4.0,8.0,73.0,6.0,284.5033957
2.0,25.0,2.0,47.0,10.0,75.0,5.0,59.0,9.0,1.0,3.0,87.0,4.0,42.0,1.0,51.0,5.0,9.0,2.0,26.0,1.0,50.0,7.0,67.0,6.0,51.0,7.0,4.0,3.0,60.0,6.0,264.2356575
2.0,39.0,9.0,99.0,2.0,31.0,3.0,90.0,2.0,19.0,2.0,100.0,10.0,91.0,8.0,29.0,8.0,57.0,6.0,91.0,8.0,92.0,10.0,76.0,8.0,82.0,7.0,74.0,10.0,87.0,1.0,363.3214367
1.0,75.0,6.0,34.0,7.0,16.0,1.0,5.0,5.0,62.0,4.0,66.0,6.0,54.0,3.0,2.0,1.0,41.0,9.0,90.0,8.0,50.0,7.0,27.0,2.0,8.0,6.0,36.0,8.0,8.0,4.0,338.90145340000004
2.0,81.0,3.0,2.0,9.0,100.0,2.0,32.0,1.0,33.0,5.0,51.0,1.0,73.0,7.0,54.0,1.0,58.0,3.0,11.0,5.0,73.0,9.0,100.0,5.0,61.0,4.0,63.0,3.0,58.0,3.0,318.0155799
2.0,70.0,7.0,4.0,9.0,83.0,1.0,69.0,4.0,17.0,6.0,22.0,9.0,8.0,1.0,53.0,7.0,19.0,10.0,13.0,6.0,66.0,3.0,36.0,3.0,29.0,8.0,88.0,2.0,32.0,10.0,291.3922621
2.0,45.0,7.0,57.0,9.0,9.0,7.0,8.0,8.0,1.0,8.0,39.0,6.0,14.0,10.0,76.0,6.0,14.0,9.0,70.0,9.0,21.0,3.0,67.0,2.0,5.0,7.0,69.0,5.0,89.0,9.0,273.6493407
2.0,26.0,3.0,89.0,5.0,60.0,8.0,78.0,6.0,35.0,9.0,69.0,10.0,27.0,1.0,4.0,10.0,26.0,7.0,33.0,6.0,71.0,3.0,84.0,9.0,78.0,1.0,89.0,6.0,10.0,4.0,337.777247
2.0,60.0,7.0,95.0,4.0,59.0,6.0,7.0,1.0,87.0,6.0,29.0,4.0,2.0,2.0,19.0,4.0,57.0,1.0,50.0,1.0,93.0,2.0,5.0,6.0,48.0,5.0,91.0,8.0,36.0,1.0,310.7973411
1.0,61.0,1.0,59.0,4.0,88.0,3.0,66.0,1.0,55.0,3.0,33.0,10.0,41.0,2.0,7.0,5.0,64.0,10.0,43.0,1.0,35.0,10.0,43.0,7.0,93.0,9.0,9.0,8.0,43.0,7.0,363.479063
1.0,43.0,4.0,7.0,5.0,19.0,10.0,64.0,8.0,40.0,10.0,67.0,9.0,53.0,3.0,32.0,5.0,20.0,4.0,99.0,6.0,69.0,9.0,30.0,1.0,90.0,7.0,11.0,4.0,27.0,7.0,360.5903507
2.0,62.0,8.0,68.0,2.0,12.0,8.0,73.0,9.0,83.0,4.0,63.0,2.0,85.0,6.0,27.0,3.0,6.0,4.0,26.0,7.0,73.0,7.0,81.0,1.0,10.0,3.0,69.0,3.0,36.0,5.0,308.0865697
2.0,38.0,10.0,92.0,1.0,65.0,3.0,29.0,7.0,36.0,4.0,9.0,1.0,77.0,5.0,19.0,2.0,17.0,6.0,20.0,2.0,97.0,4.0,38.0,10.0,76.0,10.0,75.0,2.0,54.0,2.0,318.6292061
2.0,1.0,7.0,23.0,10.0,65.0,9.0,16.0,8.0,29.0,5.0,56.0,10.0,40.0,7.0,19.0,4.0,53.0,8.0,3.0,1.0,100.0,8.0,95.0,8.0,97.0,9.0,8.0,9.0,99.0,3.0,275.1287509
2.0,71.0,8.0,90.0,6.0,24.0,5.0,21.0,3.0,89.0,7.0,43.0,5.0,89.0,3.0,69.0,5.0,64.0,8.0,70.0,3.0,46.0,2.0,48.0,10.0,25.0,6.0,11.0,7.0,89.0,1.0,314.3486275
1.0,84.0,4.0,54.0,3.0,81.0,5.0,15.0,5.0,21.0,4.0,56.0,4.0,57.0,6.0,90.0,7.0,45.0,6.0,76.0,4.0,4.0,6.0,81.0,2.0,64.0,5.0,35.0,3.0,64.0,8.0,379.28083159999994
2.0,55.0,8.0,49.0,1.0,72.0,9.0,27.0,7.0,79.0,5.0,9.0,4.0,52.0,1.0,84.0,8.0,40.0,4.0,18.0,2.0,8.0,6.0,54.0,1.0,4.0,4.0,17.0,7.0,56.0,5.0,295.2794394
2.0,43.0,10.0,28.0,7.0,11.0,2.0,46.0,4.0,72.0,8.0,51.0,3.0,46.0,5.0,76.0,8.0,2.0,9.0,60.0,4.0,53.0,7.0,91.0,1.0,34.0,10.0,17.0,3.0,83.0,5.0,311.461642
2.0,47.0,6.0,52.0,8.0,8.0,10.0,23.0,8.0,93.0,1.0,37.0,10.0,13.0,1.0,73.0,10.0,60.0,2.0,72.0,2.0,61.0,9.0,84.0,4.0,47.0,10.0,85.0,6.0,38.0,8.0,331.3325613
1.0,20.0,7.0,94.0,5.0,59.0,2.0,55.0,5.0,93.0,4.0,37.0,1.0,100.0,8.0,6.0,3.0,80.0,6.0,73.0,3.0,43.0,8.0,31.0,6.0,80.0,6.0,7.0,9.0,8.0,8.0,361.54591170000003
2.0,23.0,9.0,95.0,1.0,17.0,1.0,58.0,6.0,71.0,10.0,1.0,8.0,75.0,3.0,36.0,3.0,12.0,9.0,12.0,2.0,54.0,10.0,71.0,5.0,71.0,2.0,46.0,6.0,86.0,7.0,339.50997520000004
1.0,12.0,7.0,47.0,2.0,2.0,1.0,33.0,8.0,29.0,7.0,67.0,6.0,7.0,3.0,23.0,2.0,62.0,8.0,97.0,4.0,4.0,1.0,29.0,10.0,100.0,4.0,50.0,6.0,72.0,9.0,342.2074681
1.0,2.0,9.0,85.0,5.0,20.0,3.0,85.0,4.0,59.0,8.0,35.0,5.0,79.0,2.0,23.0,10.0,75.0,3.0,57.0,6.0,90.0,8.0,75.0,10.0,40.0,5.0,11.0,6.0,16.0,10.0,363.9096726
1.0,94.0,3.0,95.0,8.0,24.0,2.0,62.0,10.0,21.0,7.0,20.0,1.0,53.0,9.0,57.0,7.0,99.0,7.0,62.0,4.0,71.0,8.0,58.0,7.0,35.0,1.0,58.0,5.0,69.0,1.0,399.0777796
1.0,69.0,3.0,33.0,10.0,48.0,10.0,95.0,7.0,97.0,3.0,14.0,8.0,72.0,10.0,29.0,5.0,84.0,7.0,31.0,1.0,39.0,3.0,35.0,6.0,7.0,9.0,60.0,9.0,56.0,3.0,389.7091537
1.0,47.0,7.0,41.0,2.0,45.0,9.0,14.0,10.0,40.0,8.0,63.0,7.0,55.0,10.0,10.0,1.0,58.0,6.0,9.0,10.0,10.0,8.0,59.0,1.0,12.0,5.0,58.0,6.0,60.0,9.0,376.65532310000003
